7. VANCOUVER / PACKET SORTER 1103 - 1,856
8. EDMONTON / SHIPPING SORTER 1004 - 1,666
9. TORONTO GW BMF / EUS SS 1023 - 1,656
10. OTTAWA / ILC 1211 - 1,551"
2024-03-29 19:07:24,What are the top 10 work centers by number of defects on link,"SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS TOTAL_FAILURES
FROM CANADAPOST
WHERE FAIL='T' -- filter for only failed items
AND LINKS LIKE '%Toronto >> Toronto%' -- filter for the specified link 'Toronto >> Toronto'
GROUP BY WORK_CENTER_NAME
ORDER BY TOTAL_FAILURES DESC
LIMIT 10","1. None - 1,900
2. ALBERT JACKSON PC SHIPPING SYSTEM 1020 - 1,279
3. ALBERT JACKSON PC PACKET SYSTEM 1109 - 893
4. TORONTO GW / BMF PACKET SORTER 1102 - 336
5. STANDALONE EASY SORT(AJPC) NON CON1 1720 - 322
6. TORONTO GW/ INT SMALL PACKET SORTER 1113 - 315
7. STAND EASY SORT (AJPC) NON CON PACT 1722 - 282
8. TORONTO GW BMF / EUS SS 1023 - 269
9. STANDALONE EASY SORT(AJPC) NON CON2 1721 - 223
10. TORONTO GW / WLPP SPBS2 OH4112 - 177"
2024-03-29 19:23:52,how are you,"SELECT FAILURE_CATEGORY AS category, SUM(DP0_VOL) AS total_failures
FROM canadapost
WHERE FAIL = 'T' -- filter for failures only
GROUP BY FAILURE_CATEGORY
ORDER BY total_failures DESC","1. Unknown - 31,222
2. Origin Miss Cut-off - 22,039
3. Depot Miss Cut-off (DSS After 11) - 18,554
4. Late Origin Plant Processing (After 12 PM Retail) - 17,159
5. Processed at destination plant after 12pm - 12,243
6. Processed after destination plant cut-off prior to 12pm - 8,487
7. Depot on-time (DSS Before 11) delivered late / End of leg 1 late (outbound) - 6,540
8. CPC Missort (WC Known) - 2,282
9. CPC Missort (WC Unknown) - 510
10. Other - 130
11. None - 3"
2024-03-29 19:24:51,$%agaf%,"SELECT CUSTOMER_NAME, SUM(DP0_VOL) AS FAILURE_COUNT
FROM CANADAPOST
WHERE FAIL = 'T' -- include failure filter
AND LOWER(FAILURE_CATEGORY) = 'mostly origin miss cut-off' -- match exact text from query (no need for parentheses as there are no specific details within them)
GROUP BY CUSTOMER_NAME
ORDER BY FAILURE_COUNT DESC
LIMIT 1",Please try again.
2024-03-29 19:26:52,What are the top 10 work centers by number of defects,"SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS TOTAL_FAILURES
FROM canadapost
WHERE FAIL = 'T'
GROUP BY WORK_CENTER_NAME
ORDER BY TOTAL_FAILURES DESC
LIMIT 10","1. None - 33,322
2. ALBERT JACKSON PC SHIPPING SYSTEM 1020 - 9,250
3. ALBERT JACKSON PC PACKET SYSTEM 1109 - 4,467
4. MONTREAL LB / AO SORTER OH4071 - 3,568
5. TORONTO GW / BMF PACKET SORTER 1102 - 3,241
6. MONTREAL LB / SHIPPING SORTER 1010 - 2,497
7. VANCOUVER / PACKET SORTER 1103 - 1,856
8. EDMONTON / SHIPPING SORTER 1004 - 1,666
9. TORONTO GW BMF / EUS SS 1023 - 1,656
10. OTTAWA / ILC 1211 - 1,551"
2024-03-29 19:28:41,What are the top 10 work centers by number of defects,"SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS TOTAL_FAILURES
FROM CANADAPOST
WHERE FAIL = 'T' -- include only failure records
GROUP BY WORK_CENTER_NAME
ORDER BY TOTAL_FAILURES DESC
LIMIT 10","1. None - 33,322
2. ALBERT JACKSON PC SHIPPING SYSTEM 1020 - 9,250
3. ALBERT JACKSON PC PACKET SYSTEM 1109 - 4,467
4. MONTREAL LB / AO SORTER OH4071 - 3,568
5. TORONTO GW / BMF PACKET SORTER 1102 - 3,241
6. MONTREAL LB / SHIPPING SORTER 1010 - 2,497
7. VANCOUVER / PACKET SORTER 1103 - 1,856
8. EDMONTON / SHIPPING SORTER 1004 - 1,666
9. TORONTO GW BMF / EUS SS 1023 - 1,656
10. OTTAWA / ILC 1211 - 1,551"
2024-03-29 19:28:53,What are the top 10 work centers by number of defects,"SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS TOTAL_FAILURES
FROM CANADAPOST
WHERE FAIL = 'T'
GROUP BY WORK_CENTER_NAME
ORDER BY TOTAL_FAILURES DESC
LIMIT 10","1. None - 33,322
2. ALBERT JACKSON PC SHIPPING SYSTEM 1020 - 9,250
3. ALBERT JACKSON PC PACKET SYSTEM 1109 - 4,467
4. MONTREAL LB / AO SORTER OH4071 - 3,568
5. TORONTO GW / BMF PACKET SORTER 1102 - 3,241
6. MONTREAL LB / SHIPPING SORTER 1010 - 2,497
7. VANCOUVER / PACKET SORTER 1103 - 1,856
8. EDMONTON / SHIPPING SORTER 1004 - 1,666
9. TORONTO GW BMF / EUS SS 1023 - 1,656
10. OTTAWA / ILC 1211 - 1,551"
2024-03-29 19:29:28|What are the top 10 work centers by number of defects|Error occurred|"An error occurred: (MySQLdb.ProgrammingError) (1146, ""Table 'canada_post.Canadapost' doesn't exist"") [SQL: SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS DEFECT_COUNT  FROM Canadapost  WHERE STREAM = 'Stream 1' AND LINK = 'Toronto >> Toronto' AND WORK_CENTER_NAME <> '' AND FAIL = 'T'  GROUP BY WORK_CENTER_NAME  ORDER BY DEFECT_COUNT DESC  LIMIT 10;] (Background on this error at: https://sqlalche.me/e/20/f405)"|Sorry, I'm unable to answer your question due to an unexpected error. Let's try again.
2024-03-29 19:30:02|What are the top 10 work centers by number of defects|Error occurred|"An error occurred: (MySQLdb.ProgrammingError) (1146, ""Table 'canada_post.Canadapost' doesn't exist"") [SQL: SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS DEFECT_COUNT  FROM Canadapost  WHERE STREAM = 'Stream 1' AND LINK = 'Toronto >> Toronto' AND WORK_CENTER_NAME <> '' AND FAIL = 'T'  GROUP BY WORK_CENTER_NAME  ORDER BY DEFECT_COUNT DESC  LIMIT 10;] (Background on this error at: https://sqlalche.me/e/20/f405)"|Sorry, I'm unable to answer your question due to an unexpected error. Let's try again.
2024-03-29 19:31:06,the top 10 work centers by number of defects,"SELECT WORK_CENTER_NAME, SUM(DP0_VOL) AS TOTAL_FAILURES
FROM canadapost
WHERE FAIL = 'T' -- filter for failures
GROUP BY WORK_CENTER_NAME
ORDER BY TOTAL_FAILURES DESC -- in descending order
LIMIT 10","1. None - 33,322
2. ALBERT JACKSON PC SHIPPING SYSTEM 1020 - 9,250
3. ALBERT JACKSON PC PACKET SYSTEM 1109 - 4,467
4. MONTREAL LB / AO SORTER OH4071 - 3,568
5. TORONTO GW / BMF PACKET SORTER 1102 - 3,241
6. MONTREAL LB / SHIPPING SORTER 1010 - 2,497
7. VANCOUVER / PACKET SORTER 1103 - 1,856
8. EDMONTON / SHIPPING SORTER 1004 - 1,666
9. TORONTO GW BMF / EUS SS 1023 - 1,656
10. OTTAWA / ILC 1211 - 1,551"
2024-03-29 19:33:51,What is total failure on link,"SELECT LINKS, SUM(DP0_VOL) AS TotalFailure
FROM canadapost
WHERE FAIL = 'T'
GROUP BY LINKS","1. Oth N Wind >> Oth V Kootenay - 1
2. Regina >> Saskatoon - 25
3. Oth J Outaouais >> Brandon - 1
4. Oth T Calgary >> Hamilton - 2
5. London >> London - 31
6. Red Deer >> Montreal - 1
7. Oth K Belleville >> Edmonton - 2
8. Sudbury >> North Bay - 2
9. Belleville >> Sudbury - 1
10. Oth J Mtl >> Oth G Que - 279
11. Fredericton >> Moncton - 17
12. Oth V Valley >> Kitchener - 1
13. Sault Ste Marie >> Chatham - 1
14. Calgary >> Brandon - 3
15. Oth L Ham >> Oth B Atl - 4
16. Toronto >> Oth L Ham - 152
17. Oth P Thb >> Oth V Van - 1
18. Ontario North >> Oth N Lon - 1
19. Victoria >> Oth V Interior - 17
20. Thompson >> Toronto - 1
21. Oth P Sudbury >> Calgary - 1
22. Langley >> Oth V Valley - 18
23. Moose Jaw >> Oth T Edm - 3
24. Quebec >> Oth V Interior - 2
25. Vancouver >> Brantford - 2
26. Oth C Atl >> Prince George - 1
27. Oth K Ott >> Barrie - 2
28. Oth R Wpg >> Regina - 3
29. Oth T Calgary >> Langley - 2
30. Oth V Prairie >> Kelowna - 2
31. Brockville >> Trois Rivieres - 1
32. Toronto >> Windsor - 1,135
33. Oth P Thb >> Ottawa - 3
34. Vancouver >> Oth S Saskatoon - 24
35. Vancouver >> Moose Jaw - 2
36. Thunder Bay >> Oth L Tor - 6
37. Windsor >> Oth S Reg - 1
38. St John's >> Kingston - 1
39. Ottawa >> Oth B Atl - 46
40. Oth L Ham >> Nunavut - 1
41. St John's >> Thunder Bay - 1
42. Calgary >> Oth V Island - 28
43. Ottawa >> Halifax - 33
44. Oth V Interior >> Oth V Interior - 15
45. Saskatoon >> Kenora - 1
46. Hamilton >> Oth B Atl - 9
47. Winnipeg >> Vancouver - 17
48. Brantford >> Oth N Ham - 4
49. Sudbury >> Oth L Ham - 3
50. Oth G Que >> Saint-J r me - 3
51. Saint John >> Halifax - 1
52. Montreal >> Brantford - 1
53. Red Deer >> Prairie North - 2
54. Oth T Edm >> Ottawa - 23
55. Oth C Atl >> Halifax - 1
56. St John's >> Oth V Prairie - 1
57. Moncton >> Edmunston - 5
58. Belleville >> Regina - 5
59. Cornwall >> Vancouver - 1
60. Regina >> Oth T Edm - 4
61. Calgary >> Stratford - 1
62. Halifax >> Toronto - 23
63. Oth A Atl >> Quebec - 1
64. Oth P Thb >> Toronto - 8
65. Ottawa >> Rouyn Noranda - 6
66. Toronto >> Oth N Lon - 608
67. Belleville >> Victoria - 1
68. Grande Prairie >> Kamloops - 1
69. London >> Oth P Thb - 1
70. Oth L Tor >> Kamloops - 1
71. Oth B Atl >> Peterborough - 1
72. St John's >> Winnipeg - 4
73. Calgary >> Oth B Atl - 2
74. Windsor >> Prince George - 2
75. Montreal >> Hamilton - 166
76. Oth B Atl >> Windsor - 1
77. Oth V Kootenay >> St. Therese - 1
78. Kitchener >> Oth V Island - 1
79. Oth K Belleville >> London - 2
80. Oth N Wind >> North Bay - 3
81. Oth V North >> Oth V Island - 1
82. Brandon >> Oth V Island - 1
83. Oth R Wpg >> Oth V North - 6
84. Oth K Kingston >> Oth T Edm - 1
85. Kitchener >> Sault Ste Marie - 2
86. Moose Jaw >> Calgary - 4
87. Oth A Atl >> Oth V Prairie - 1
88. Barrie >> Ontario North - 1
89. Barrie >> Winnipeg - 4
90. Brockville >> Oth J Outaouais - 1
91. Brantford >> Oth L Ham - 7
92. Grande Prairie >> Oth T Calgary - 4
93. Oth V Interior >> Ottawa - 3
94. Prince George >> Nanaimo - 1
95. Oth G Que >> Oth K Ott - 3
96. Ottawa >> Oth N Ham - 11
97. Winnipeg >> Halifax - 3
98. Sherbrooke >> Rouyn Noranda - 1
99. Oth V Interior >> St. Therese - 2
100. Hamilton >> Oth T Calgary - 2
101. Oth L Tor >> Saint-J r me - 2
102. Cornwall >> Windsor - 4
103. Ottawa >> Oth E Atl - 13
104. North Bay >> Sudbury - 3
105. Oth B Atl >> Cornerbrook - 1
106. Oth A Atl >> Oth K H-R - 1
107. Oth S Saskatoon >> Kitchener - 4
108. Victoria >> Nanaimo - 5
109. Oth N Ham >> Sault Ste Marie - 1
110. Charlottetown >> Sept Iles - 2
111. Belleville >> Windsor - 3
112. Windsor >> Oth V Valley - 2
113. Kamloops >> Montreal - 2
114. Sault Ste Marie >> Oth L Ham - 1
115. Yorkton >> Oth J Mtl - 1
116. St John's >> Lethbridge - 1
117. Winnipeg >> Yukon - 1
118. Oth S Saskatoon >> Red Deer - 2
119. Edmonton >> Oth R Wpg - 18
120. London >> Ottawa - 42
121. Oth L Ham >> Owen Sound - 1
122. Langley >> Winnipeg - 2
123. Hamilton >> Barrie - 3
124. Hamilton >> Peterborough - 1
125. Sept Iles >> Toronto - 2
126. Oth J Ott >> St John's - 1
127. London >> Niagara Falls - 1
128. Prince Albert >> Oth V North - 1
129. Oth J Mtl >> Summerside - 1
130. Quebec >> Medicine Hat - 1
131. Sault Ste Marie >> Sudbury - 2
132. Oth L Tor >> Windsor - 60
133. Toronto >> Timmins - 14
134. Ottawa >> Antigonish - 1
135. Vancouver >> Oth V Kootenay - 222
136. Hamilton >> Moncton - 1
137. Toronto >> Oth L Tor - 3,900
138. Calgary >> Calgary - 169
139. Toronto >> Oth N Wind - 87
140. Oth J Outaouais >> Kitchener - 15
141. Montreal >> Oth L Ham - 7
142. Oth L Ham >> Oth E Atl - 2
143. Thunder Bay >> Lethbridge - 1
144. Moose Jaw >> Thunder Bay - 1
145. Oth V Valley >> Prince George - 10
146. Oth L Tor >> Oth V Island - 3
147. Oth V North >> Oth V Van - 1
148. Langley >> St John's - 1
149. St. Therese >> Winnipeg - 3
150. Oth P&L Barrie >> Montreal - 6
151. Winnipeg >> Nanaimo - 1
152. Oth S Saskatoon >> Toronto - 12
153. Oth V Valley >> Oth V Kootenay - 4
154. Gander >> Deer Lake - 2
155. Oth T Calgary >> London - 1
156. Oth B Atl >> Montreal - 1
157. Sault Ste Marie >> Vancouver - 1
158. Niagara Falls >> Oth J Mtl - 1
159. Oth V Van >> Oth V North - 3
160. Trois Rivieres >> Barrie - 1
161. Montreal >> Cornwall - 5
162. Medicine Hat >> Oth V Island - 2
163. Brandon >> Calgary - 2
164. Ottawa >> Saint John - 22
165. Edmonton >> Kamloops - 22
166. Toronto >> Trois Rivieres - 143
167. Winnipeg >> Kamloops - 8
168. Edmonton >> Oth J Ott - 1
169. Oth G Que >> Sudbury - 7
170. Calgary >> Nanaimo - 6
171. Antigonish >> Toronto - 1
172. Medicine Hat >> Vancouver - 4
173. Oth E Atl >> Bathurst - 2
174. Ottawa >> North Bay - 10
175. London >> Quebec - 37
176. London >> Thunder Bay - 6
177. Edmonton >> Toronto - 203
178. Oth P Thb >> Niagara Falls - 1
179. Oth T Edm >> Hamilton - 1
180. Ottawa >> Sept Iles - 4
181. Sudbury >> Calgary - 1
182. St John's >> Yukon - 1
183. Quebec >> St. Therese - 2
184. Thunder Bay >> Oth T Calgary - 1
185. Oth T Edm >> London - 2
186. London >> Saint John - 5
187. Niagara Falls >> Montreal - 1
188. London >> Timmins - 1
189. Moose Jaw >> Saskatoon - 1
190. Ottawa >> Victoria - 6
191. Ottawa >> Brantford - 5
192. Sudbury >> Oth J Outaouais - 1
193. Ottawa >> Selkirk - 1
194. Hamilton >> Oth K Kingston - 2
195. Prince George >> Oth S Reg - 1
196. Ottawa >> Sault Ste Marie - 20
197. Kingston >> Timmins - 1
198. Quebec >> Fredericton - 3
199. Oth G Que >> Oth V Van - 2
200. Oth V Valley >> Calgary - 53
201. Oth B Atl >> Lethbridge - 1
202. Regina >> Oth P&L Barrie - 3
203. Oth L Tor >> Belleville - 13
204. Winnipeg >> Windsor - 15
205. Saint John >> Oth K Ott - 7
206. Kelowna >> Kelowna - 10
207. Brantford >> Oth J Mtl - 7
208. Hamilton >> Oth N Kit - 44
209. Ottawa >> Ontario North - 8
210. Oth V Prairie >> Brandon - 1
211. Medicine Hat >> Toronto - 2
212. Calgary >> Langley - 3
213. Oth V Van >> Sherbrooke - 1
214. Calgary >> Oth P Thb - 3
215. Oth K Belleville >> Oth E Atl - 1
216. Vancouver >> Oth K H-R - 4
217. Fredericton >> North Que Lab - 5
218. Hamilton >> North Bay - 2
219. Grande Prairie >> Oth G Que - 2
220. Brandon >> Edmonton - 1
221. Hamilton >> Oth S Reg - 2
222. Oth J Outaouais >> Oth P&L Barrie - 3
223. Oth K H-R >> Chicoutimi - 1
224. St John's >> Saskatoon - 1
225. Oth N Kit >> Stratford - 5
226. Oth J Mtl >> Toronto - 169
227. Hamilton >> North West Ter - 1
228. Cornerbrook >> Sydney - 1
229. Oth P&L Barrie >> London - 1
230. Brandon >> Red Deer - 1
231. Peterborough >> Oth N Kit - 4
232. Ottawa >> Brockville - 1
233. Gander >> Edmonton - 2
234. Victoria >> Toronto - 8
235. Oth P&L Barrie >> Toronto - 213
236. Oth V Van >> Calgary - 12
237. Brandon >> Oth G Que - 1
238. St. Therese >> St John's - 3
239. Windsor >> Windsor - 24
240. Barrie >> Oth N Lon - 7
241. Grande Prairie >> Sydney - 2
242. Vancouver >> Summerside - 7
243. London >> Chicoutimi - 1
244. Oth R Wpg >> Red Deer - 1
245. Edmonton >> Thunder Bay - 2
246. Oth A Atl >> Sudbury - 1
247. North West Ter >> Yukon - 1
248. Brantford >> North Que Lab - 3
249. Saskatoon >> London - 3
250. Oth L Ham >> Oth P Sudbury - 1
251. Kelowna >> Oth R Wpg - 2
252. Oth P&L Barrie >> Oth E Atl - 3
253. Sudbury >> Prince Albert - 1
254. Quebec >> Oth J Mtl - 384
255. Oth R Wpg >> Nanaimo - 2
256. North Que Lab >> Oth P Sudbury - 1
257. Sault Ste Marie >> St John's - 1
258. Ottawa >> Vancouver - 14
259. Yukon >> Calgary - 1
260. Langley >> Oth V Van - 13
261. Oth E Atl >> Halifax - 1
262. Fort Mcmurray >> Deer Lake - 1
263. Sherbrooke >> Vancouver - 1
264. Ottawa >> Oth V Kootenay - 3
265. St. Therese >> North Que Lab - 4
266. Oth K Ott >> Quebec - 13
267. Vancouver >> Oth J Mtl - 38
268. Oth J Outaouais >> Oth N Lon - 2
269. Oth N Kit >> Oth K H-R - 1
270. Oth K Ott >> Sudbury - 3
271. Oth T Calgary >> Kitchener - 2
272. St. Therese >> Brantford - 1
273. Oth V North >> Vancouver - 4
274. St. Therese >> Windsor - 1
275. Montreal >> Oth A Atl - 244
276. Brandon >> Brandon - 1
277. Saint-J r me >> Saint-J r me - 1
278. Pembroke >> Regina - 1
279. Oth T Edm >> Winnipeg - 18
280. Edmonton >> Windsor - 17
281. Prince Albert >> Ottawa - 7
282. Oth N Kit >> Oth J Mtl - 2
283. Toronto >> Saint-J r me - 66
284. Oth V Prairie >> Oth S Saskatoon - 1
285. Cornwall >> Oth L Ham - 5
286. Ottawa >> Calgary - 19
287. Toronto >> Oth T Calgary - 97
288. Chatham >> Edmonton - 3
289. Kingston >> Oth E Atl - 3
290. Oth V Island >> Fort Mcmurray - 3
291. Lethbridge >> Oth V Interior - 1
292. Cornwall >> Hamilton - 18
293. Oth K Ott >> Oth N Kit - 8
294. Oth S Reg >> Saskatoon - 1
295. Oth P Sudbury >> Oth P&L Barrie - 10
296. Charlottetown >> Ottawa - 3
297. Vancouver >> Yorkton - 2
298. Oth G Que >> Oth T Edm - 1
299. Medicine Hat >> Oth E Atl - 1
300. Vancouver >> Prince George - 182
301. Thunder Bay >> Kenora - 4
302. Hamilton >> Niagara Falls - 23
303. Oth G Que >> Kamloops - 1
304. St John's >> Oth C Atl - 3
305. Oth P&L Barrie >> Sudbury - 4
306. Oth V Prairie >> Victoria - 1
307. Kitchener >> Fredericton - 2
308. Windsor >> Victoria - 3
309. Cornwall >> Quebec - 1
310. Ottawa >> Belleville - 23
311. Vancouver >> Victoria - 578
312. St John's >> Halifax - 3
313. Kitchener >> Windsor - 17
314. Oth V Interior >> Oth N Lon - 1
315. Barrie >> Saint John - 1
316. Saskatoon >> Stratford - 1
317. Fort Mcmurray >> Vancouver - 22
318. Oth V Valley >> Oth T Edm - 20
319. Langley >> Oth R Wpg - 2
320. Oth T Calgary >> Prince George - 5
321. Sherbrooke >> Halifax - 1
322. Oth L Ham >> Oth J Ott - 3
323. Nanaimo >> Kelowna - 2
324. Yukon >> Trois Rivieres - 1
325. Oth L Ham >> Chatham - 1
326. Oth L Tor >> Prince Albert - 2
327. St John's >> Windsor - 2
328. Cornerbrook >> Oth A Atl - 4
329. Oth V Interior >> Toronto - 28
330. Oth N Lon >> Oth E Atl - 1
331. Oth V North >> Oth V Kootenay - 1
332. St. Therese >> Oth T Calgary - 1
333. Oth V Island >> Winnipeg - 13
334. Oth V Valley >> Trois Rivieres - 2
335. Oth S Saskatoon >> Oth V Interior - 2
336. Quebec >> Oth N Kit - 7
337. Hamilton >> Sault Ste Marie - 3
338. Barrie >> Oth K H-R - 1
339. Kingston >> Kingston - 1
340. Oth K Ott >> Regina - 2
341. Oth L Tor >> Oth K Kingston - 8
342. Oth J Outaouais >> Peterborough - 2
343. Langley >> Ottawa - 1
344. London >> North Que Lab - 20
345. Edmonton >> Langley - 1
346. Quebec >> Stratford - 3
347. North Que Lab >> St John's - 7
348. Thunder Bay >> Toronto - 84
349. Oth J Mtl >> Windsor - 13
350. Ottawa >> London - 32
351. Oth J Mtl >> Oth N Kit - 3
352. Moncton >> Calgary - 1
353. Ottawa >> Oth J Mtl - 107
354. Kenora >> Stratford - 1
355. Summerside >> St John's - 2
356. Niagara Falls >> Saint John - 1
357. Saint John >> Windsor - 1
358. Kitchener >> Oth R Wpg - 2
359. Vancouver >> Barrie - 1
360. Saint-J r me >> Kitchener - 1
361. Winnipeg >> Ontario North - 5
362. Oth S Reg >> Oth R Wpg - 4
363. Chicoutimi >> Saskatoon - 1
364. Oth G Que >> Oth N Lon - 2
365. Oth S Reg >> Prairie North - 1
366. Trois Rivieres >> Hamilton - 2
367. Oth P Sudbury >> Ontario North - 4
368. Oth K H-R >> Sudbury - 1
369. Lloydminster >> Oth V North - 1
370. Oth J Outaouais >> Quebec - 44
371. Oth P Thb >> Calgary - 4
372. Oth J Mtl >> Trois Rivieres - 6
373. London >> Oth L Ham - 2
374. Nanaimo >> Vancouver - 5
375. Selkirk >> Oth V Valley - 1
376. Nanaimo >> Oth J Mtl - 1
377. Belleville >> Quebec - 5
378. Trois Rivieres >> Toronto - 13
379. Oth V Interior >> Oth C Atl - 1
380. Oth K Ott >> Oth R Wpg - 6
381. Saint John >> Gander - 1
382. Saskatoon >> Belleville - 1
383. Oth R Wpg >> Oth S Reg - 4
384. Oth N Ham >> Oth N Lon - 1
385. Cornwall >> Oth L Tor - 26
386. Oth S Reg >> Summerside - 1
387. Kingston >> Brockville - 4
388. Oth K Belleville >> Ottawa - 3
389. Yukon >> Peterborough - 1
390. Edmonton >> Oth P Thb - 3
391. Trois Rivieres >> Sherbrooke - 1
392. Montreal >> Oth V North - 9
393. Oth N Lon >> North Que Lab - 1
394. Halifax >> Oth J Outaouais - 1
395. Chicoutimi >> Windsor - 1
396. Oth V Van >> Nanaimo - 1
397. Fort Mcmurray >> Calgary - 1
398. Oth V Kootenay >> Oth V Van - 3
399. Quebec >> Thunder Bay - 16
400. Winnipeg >> Kenora - 3
401. Brantford >> Barrie - 9
402. Toronto >> Barrie - 452
403. Ottawa >> Oth V Van - 9
404. Hamilton >> Oth K H-R - 3
405. Oth V Valley >> Langley - 14
406. Oth L Ham >> Edmonton - 2
407. Oth E Atl >> Oth E Atl - 19
408. Peterborough >> Kingston - 2
409. Hamilton >> Hamilton - 106
410. Oth L Tor >> Ottawa - 69
411. Oth P Thb >> Kitchener - 3
412. Saskatoon >> Lloydminster - 2
413. Chicoutimi >> Trois Rivieres - 1
414. Oth V Van >> Ottawa - 1
415. Cornwall >> Oth N Lon - 10
416. Chatham >> Oth N Kit - 5
417. Cornwall >> Calgary - 1
418. Gander >> Sydney - 1
419. Oth S Saskatoon >> Ottawa - 17
420. Edmonton >> Nanaimo - 2
421. Oth T Edm >> Windsor - 2
422. Calgary >> Oth G Que - 2
423. Quebec >> Oth A Atl - 17
424. Montreal >> Oth K Ott - 165
425. Oth V Valley >> Grande Prairie - 6
426. Oth G Que >> Montreal - 72
427. Langley >> Calgary - 22
428. Oth B Atl >> Halifax - 3
429. Windsor >> Oth T Calgary - 3
430. Oth J Mtl >> Moose Jaw - 2
431. Winnipeg >> Ottawa - 17
432. Brantford >> Oth N Kit - 16
433. Oth N Kit >> Quebec - 1
434. Toronto >> Oth R Wpg - 294
435. Oth L Tor >> Oth V Valley - 5
436. Oth T Edm >> Oth P Thb - 14
437. Pembroke >> Oth K Ott - 2
438. Edmonton >> Kelowna - 46
439. Toronto >> Oth K Kingston - 97
440. Windsor >> Oth V Prairie - 3
